,x,y,z,t,Pitchtype
0,2.91,54.2,6.2033000000000005,0,FF
1,1.934154670425109,44.51503910903765,5.815196648547977,0,FF
2,1.0106446135867513,35.353731993578066,5.493498482514744,0,FF
3,0.13574360373271457,26.67944272546668,5.2144814536515325,0,FF
4,-0.6939491359956058,18.458425497351072,4.9571193956145345,0,FF
5,-1.4815421171614485,10.659562988708627,4.7027623884638,0,FF
6,-2.229880838015387,3.2541320409534826,4.4348572068506265,0,FF
7,-2.9415736302767566,-3.78440656962216,4.138703843108659,0,FF
8,3.0,54.3,6.073300000000001,1,SL
9,2.509495715999982,46.113308769328306,6.145310069106545,1,SL
10,2.052749529455931,38.253037084575084,6.124517729996434,1,SL
11,1.6275947979638055,30.70081096398005,6.005394597810198,1,SL
12,1.2320279418310216,23.439442202806937,5.782977390070337,1,SL
13,0.8641948692136056,16.452842725922963,5.452814891074087,1,SL
14,0.5223786781074259,9.7259460922174,5.0109205115403315,1,SL
15,0.20498850067996874,3.244635466942005,4.4537298235102805,1,SL
16,-0.08945062898403272,-3.004322549609086,3.7780625249469493,1,SL
17,3.0,53.9,6.113300000000001,2,SL
18,2.5382294124403804,45.62622874056756,5.9732503117452325,2,SL
19,2.0952997941552787,37.681733269196755,5.805132103423171,2,SL
20,1.6702021788640973,30.048603392212897,5.5985783123374215,2,SL
21,1.2619943456997282,22.709980686309123,5.344158082544339,2,SL
22,0.8697958301963311,15.649990618137611,5.033293211063119,2,SL
23,0.4927833715531845,8.853679665527734,4.658182855990498,2,SL
24,0.1301867527826383,2.3069570223108684,4.211735631522951,2,SL
25,-0.2187150048672312,-4.003459493317001,3.687508316057151,2,SL
26,2.7,54.2,6.313300000000001,3,FF
27,1.8976185524567848,44.63144696663417,5.844133216185736,3,FF
28,1.11784830802289,35.59525382901679,4.965401416134815,3,FF
29,0.3599063000269359,27.0589147314205,3.7047479127618264,3,FF
30,-0.3769524979417052,18.992721165999257,2.0869758917263903,3,FF
31,-1.0934357479845416,11.369489562316561,0.13438954471504783,3,FF
32,-1.790214555895608,4.1643194629820055,-2.132909231803621,3,FF
33,-2.467924449014451,-2.6456216401845314,-4.696762129633587,3,FF
34,3.36,54.1,5.813300000000001,4,CH
35,2.644515623269928,45.05942591833862,5.78436348923245,4,CH
36,1.9449078825219541,36.283289685100655,5.779373296759732,4,CH
37,1.2606619768588416,27.76178263960024,5.787579769027823,4,CH
38,0.5912831685620796,19.485391454384477,5.79890198839431,4,CH
39,-0.06370407933137247,11.444892930620423,5.8038874903306805,4,CH
40,-0.7047569168930439,3.631348535476752,5.793674610227119,4,CH
41,-1.3323148759343975,-3.9639012687290816,5.7599572788303925,4,CH
42,3.12,54.2,6.2033000000000005,5,FF
43,2.2382690104711767,44.507129607644366,5.904783432239512,5,FF
44,1.3760152499034757,35.35018610236112,5.448748869647279,5,FF
45,0.5328827979775823,26.68952011445176,4.83538747319407,5,FF
46,-0.2915123505935174,18.489133345783628,4.065041587225934,5,FF
47,-1.0975738049984853,10.71628968543525,3.138179031621685,5,FF
48,-1.8857178453621712,3.3411740926060878,2.0553719446409735,5,FF
49,-2.656367766303465,-3.663407376272657,0.8172794123695215,5,FF
50,3.14,54.3,6.0833,6,SL
51,2.670321260212352,45.86768029052355,5.958233711033714,6,SL
52,2.198271268174707,37.78135481453922,5.660524906544433,6,SL
53,1.7245568630036436,30.021463874807935,5.191244518676417,6,SL
54,1.2498101406496531,22.56983984879491,4.551490132479613,6,SL
55,0.7745963951799144,15.409595475003655,3.742381237789691,6,SL
56,0.2994211903372671,8.525022498561732,2.765055452860265,6,SL
57,-0.17526333577571726,1.9014995788127589,1.6206655831728238,6,SL
58,-0.6490528432628997,-4.474591509812335,0.310377397625033,6,SL
59,3.09,54.3,6.233300000000001,7,FF
60,2.580826200569062,44.50241033590629,5.919939086710008,7,FF
61,2.0702376792471644,35.249679337081574,5.451288996624077,7,FF
62,1.5594249293432003,26.501244165742012,4.827338527388526,7,FF
63,1.0494052011110073,18.22029985523728,4.048250651490547,7,FF
64,0.5410467847983964,10.373396318856438,3.1143337306321763,7,FF
65,0.03508975707151057,2.9300851971368216,2.0260177370023915,7,FF
66,-0.4678362549471201,-4.137390412821506,0.7838346423402187,7,FF
67,3.04,54.1,6.113300000000001,8,FF
68,2.439502341638537,44.17030403764741,5.7268689271546895,8,FF
69,1.892324180064039,34.79096026688491,5.356402489978832,8,FF
70,1.393809482447442,25.921524497782436,4.983188290529019,8,FF
71,0.9397694280331136,17.525023151547266,4.590748850883026,8,FF
72,0.5264293265242261,9.567607884586728,4.164563416235722,8,FF
73,0.15038235760981955,2.018249991325394,3.6918278109055676,8,FF
74,-0.191450845868255,-5.151530596957063,3.1612466812798554,8,FF
75,3.19,54.3,6.1633000000000004,9,FF
76,2.5566594285875053,44.56644340411304,6.055024310771,9,FF
77,1.9770801178411175,35.367673932526465,5.937575342438305,9,FF
78,1.446660180454833,26.664578053746983,5.794579807531882,9,FF
79,0.9612525003834536,18.421371866843614,5.611635662234422,9,FF
80,0.5171138573365369,10.605273146219263,5.376067609641478,9,FF
81,0.11086049392183489,3.1862107694175035,5.07671581083731,9,FF
82,-0.2605707846348727,-3.863433292125188,4.703752910077251,9,FF
83,3.2,54.1,6.2233,10,FF
84,2.5227701499822626,44.48724333073672,6.015010351063033,10,FF
85,1.9065556450911811,35.39478703115584,5.73982085778455,10,FF
86,1.346104236099268,26.784538977968587,5.388012098638045,10,FF
87,0.8366859037348952,18.621743612337944,4.951094106724391,10,FF
88,0.3740341912554047,10.87464350324781,4.421651704822779,10,FF
89,-0.04570501768042157,3.5141806069233414,3.7932112141000722,10,FF
90,-0.42601832922744926,-3.486268042664861,3.060125357875504,10,FF
91,3.02,54.3,6.2033000000000005,11,SL
92,2.486197977891092,46.233767311478665,6.045136660396024,11,SL
93,1.9526183063409244,38.48530232474119,5.654852129864271,11,SL
94,1.419784924024965,31.038143522674485,5.038118981061636,11,SL
95,0.888165777399245,23.876988287181845,4.200257638138564,11,SL
96,0.35817887895741807,16.987602467637902,3.1462674973585028,11,SL
97,-0.1698022908588752,10.356738101202337,1.8808553922173563,11,SL
98,-0.6954439619894195,3.972058437641762,0.40846167130084,11,SL
99,-1.2184477668351754,-2.177930481568895,-1.2667158743203726,11,SL
100,3.27,54.0,6.0333000000000006,12,SL
101,2.859598328636218,45.836030564896966,5.883475911288978,12,SL
102,2.4442715024388644,37.99695268795031,5.501342501280186,12,SL
103,2.0248298983815407,30.465747295570345,4.892642628389804,12,SL
104,1.6020062759711795,23.226602123481044,4.0627581817849645,12,SL
105,1.176463662155543,16.26481660966095,3.0167421225591182,12,SL
106,0.7488024013316511,9.566715450383212,1.759347758729067,12,SL
107,0.31956646655596854,3.119569910894091,0.29505553660987904,12,SL
108,-0.11075088402876986,-3.0884739126372636,-1.3719024022386637,12,SL
109,3.12,54.4,6.3033,13,FF
110,2.604140839091544,44.85837513972546,5.943650289979753,13,FF
111,2.0904755643629414,35.84005475492372,5.2338187337287305,13,FF
112,1.5797961358904007,27.310938430557844,4.194708967283088,13,FF
113,1.072776156826336,19.239965529139745,2.8451160883162805,13,FF
114,0.5699878209066949,11.598805406221306,1.2019777167608545,13,FF
115,0.07191639866054729,4.361584135238452,-0.7194073853900824,13,FF
116,-0.4210273561244567,-2.4953571556918157,-2.9051884484275585,13,FF
117,3.19,54.4,6.193300000000001,14,FF
118,2.380520194030346,44.894984813293824,6.019325582509355,14,FF
119,1.6326907094938006,35.89878048240869,5.8294556502012975,14,FF
120,0.9414852835368658,27.374957862590065,5.608569666083097,14,FF
121,0.30235722830241163,19.290124495148348,5.34333361810545,14,FF
122,-0.28881255059639743,11.613632205396602,5.021983344165467,14,FF
123,-0.8357611342356068,4.317317296030373,4.63413668816175,14,FF
124,-1.3418836503126583,-2.6247307772467647,4.170630328453024,14,FF
125,3.03,54.1,6.4633,15,FF
126,2.3175525396521053,44.45166903259975,6.49337373888279,15,FF
127,1.6427562190345033,35.33364492501123,6.563591499026893,15,FF
128,1.0029340100587019,26.708188835439937,6.651961177234553,15,FF
129,0.3956418837891391,18.540579980104138,6.739047916599366,15,FF
130,-0.18135486535411588,10.798838837069601,6.807665187546717,15,FF
131,-0.7301024964431295,3.4534796351903236,6.842606616799,15,FF
132,-1.252477273899729,-3.5227113642580354,6.830412715672903,15,FF
133,3.23,54.1,5.9133000000000004,16,CH
134,2.596295588861961,44.93284660318086,5.532721714226844,16,CH
135,1.9906922839298153,36.04753499763669,4.659299164124494,16,CH
136,1.4119916950736302,27.442556916951382,3.3127779801939057,16,CH
137,0.8590661692909203,19.11632689598535,1.5118111797545182,16,CH
138,0.3308542630137844,11.067207434197947,-0.7259630450972951,16,CH
139,-0.17364348945015093,3.2935309313478163,-3.383848722842797,16,CH
140,-0.655368534407107,-4.206381284585529,-6.446024303903121,16,CH
141,3.04,54.3,6.0033,17,SL
142,2.611638290281645,46.23714160625666,5.831921538618276,17,SL
143,2.180298483434717,38.49012327426942,5.484003407445095,17,SL
144,1.7466403300263074,31.041831847180596,4.960926969739127,17,SL
145,1.3112582240375759,23.87633319373417,4.264072083966167,17,SL
146,0.8746878367352577,16.9787813792334,3.39481579606215,17,SL
147,0.43741205586917786,10.335335907711945,2.3545315909279974,17,SL
148,-0.00013369114119323594,3.93308621211435,1.1445891197501714,17,SL
149,-0.43755666107717406,-2.2400173379883443,-0.23364566908813855,17,SL
150,2.96,54.0,6.023300000000001,18,FF
151,2.0578570109877523,44.44044875221871,5.540964660387364,18,FF
152,1.2183566368138212,35.412607675177014,4.593865561449354,18,FF
153,0.4366346522787477,26.88666467682444,3.2155986575084157,18,FF
154,-0.291697946045823,18.835220892132384,1.436302066527712,18,FF
155,-0.9706077476490186,11.233075192611892,-0.7169296630264128,18,FF
156,-1.6036851058726218,4.057030476996941,-3.219685011006347,18,FF
157,-2.1941846224540638,-2.714280755535602,-6.049920930979612,18,FF
158,2.83,54.3,6.2033000000000005,19,SL
159,2.417745222838108,46.1243779589364,6.073778899378335,19,SL
160,2.0161830056642955,38.270805155116065,5.903374619596875,19,SL
161,1.6248973552590027,30.721771369375904,5.682823738963314,19,SL
162,1.243492890253143,23.460804647193974,5.403705406999895,19,SL
163,0.8715937534701159,16.47240342704125,5.0583664269562005,19,SL
164,0.5088425948981546,9.741973751152754,4.6398537466726415,19,SL
165,0.15489961992196954,3.2557711246157344,4.141853575688688,19,SL
166,-0.19055830212021474,-2.99915337076078,3.5586364365098353,19,SL
167,3.07,54.4,6.1233,20,SL
168,2.8843984456790364,46.38870813955249,6.091780954851882,20,SL
169,2.7148269303115073,38.68810727727247,5.995332170602425,20,SL
170,2.560232514511849,31.281279168046634,5.826563845188322,20,SL
171,2.419640795975864,24.152325867862057,5.578775939297844,20,SL
172,2.29214950301565,17.286301723004023,5.245896888377833,20,SL
173,2.176922673165335,10.669150571017237,4.822428413025131,20,SL
174,2.07318535723033,4.2876476953747655,4.303395785179195,20,SL
175,1.9802187958307516,-1.870653879904777,3.6843029811357284,20,SL
176,3.11,54.3,6.0933,21,FF
177,2.576609307623075,44.89430468398145,5.990335693517972,21,FF
178,2.0946832073677943,35.988153801357576,5.8074091362370455,21,FF
179,1.6597856997036318,27.545533509766116,5.536141481109809,21,FF
180,1.2679185926781602,19.533533751985274,5.169222388994764,21,FF
181,0.9154729039317444,11.922039189598726,4.7002769517537075,21,FF
182,0.5991863415958729,4.683455730281084,4.123750806518812,21,FF
183,0.3161060171965863,-2.207531988195146,3.4348107766431166,21,FF
184,3.12,54.6,6.073300000000001,22,SL
185,2.894608418149054,46.7424197329639,6.042120586991593,22,SL
186,2.6581979616149387,39.18507648708969,5.773604786099045,22,SL
187,2.4118100506599665,31.91277507137649,5.273534784449803,22,SL
188,2.156396985261403,24.911374263507955,4.5473387554802525,22,SL
189,1.8928302605831795,18.167706469036688,3.60012166550859,22,SL
190,1.6219080531928538,11.669504461527659,2.436693514666804,22,SL
191,1.344361969202988,5.405334480976476,1.0615952661249437,22,SL
192,1.0608631345230919,-0.6354649510234145,-0.5208773117655405,22,SL
193,3.45,54.4,6.0033,23,SL
194,3.119629298234754,46.29313214318865,5.7304181712127304,23,SL
195,2.790683706226,38.51117782044736,5.060346457817934,23,SL
196,2.463415177371849,31.042802397617677,4.011739287162881,23,SL
197,2.138051203564936,23.877372392403025,2.6018604974172366,23,SL
198,1.8147975569099566,17.004915415049894,0.8467120558861823,23,SL
199,1.493840741301362,10.416082422776245,-1.2388494468128424,23,SL
200,1.1753501860011595,4.102112129982873,-3.641007222491074,23,SL
201,0.8594802094022131,-1.9452025758227074,-6.346888484402308,23,SL
202,3.2,54.2,6.1233,24,FF
203,2.4176542547052953,44.63355110167405,5.544184322837207,24,FF
204,1.656873625943716,35.60163541102623,4.561513475477953,24,FF
205,0.916961353568208,27.071607590787597,3.2025076618977426,24,FF
206,0.1972501718101447,19.013633166812134,1.491591513254526,24,FF
207,-0.5028973247447024,11.400414446698605,-0.5492698543294443,24,FF
208,-1.184088667850843,4.206947229431044,-2.900278554286907,24,FF
209,-1.8469017754986121,-2.5896956481057214,-5.54354907346478,24,FF
210,3.34,54.1,6.0433,25,FF
211,2.4239104210979043,44.53832710916514,5.396237386131789,25,FF
212,1.5432753441078506,35.51570900738494,4.30016855039012,25,FF
213,0.6962090684315556,27.001334194549617,2.7874154607650437,25,FF
214,-0.11902130906366493,18.966924484349114,0.8869688572330054,25,FF
215,-0.9040098724472652,11.38650328224303,-1.3751114240801918,25,FF
216,-1.6602243540841897,4.236187964781966,-3.9753481708056113,25,FF
217,-2.3890172826059572,-2.5059964969417456,-6.8925430486754955,25,FF
218,3.16,54.0,6.023300000000001,26,FF
219,2.249136564732387,44.425573481537576,5.792576926853999,26,FF
220,1.4060787635753211,35.36650237027491,5.552584304737109,26,FF
221,0.6253149788243484,26.78573854304425,5.287519723781867,26,FF
222,-0.09814005926023717,18.6493370794238,4.9834484719600765,26,FF
223,-0.7688024981876167,10.926155751203705,4.628076111619938,26,FF
224,-1.3907695116144858,3.587588201610521,4.2105514558458825,26,FF
225,-1.9677633492895819,-3.392673460791002,3.721295535058853,26,FF
226,3.24,54.3,6.1333,27,SL
227,2.820268559460063,46.26900857714058,6.105569393097965,27,SL
228,2.39640293880095,38.55246846082427,5.840545092693838,27,SL
229,1.9691369817929267,31.13408392353684,5.344134942602216,27,SL
230,1.539134058997052,23.998706086682873,4.62187661929459,27,SL
231,1.1069942199365637,17.132243652998245,3.678970132703851,27,SL
232,0.6732605933738522,10.52158167777178,2.520307555972922,27,SL
233,0.238425121501813,4.154507543886849,1.1505002644875002,27,SL
234,-0.1970662968421122,-1.9803565987546174,-0.42609606828180047,27,SL
235,2.52,53.4,6.3033,28,SL
236,1.8075986014538514,46.40272102231576,5.4378834164388365,28,SL
237,1.1095413390750348,39.632826463988586,4.475157886480751,28,SL
238,0.42542991094993127,33.07951014758734,3.4119673315010925,28,SL
239,-0.24511727884488999,26.732570552893556,2.245462156887066,28,SL
240,-0.9024656841750858,20.582373638549225,0.9730767473012185,28,SL
241,-1.5469651661079644,14.61981822280072,-0.40749098261001593,28,SL
242,-2.178950527602372,8.836303715694626,-1.8982981792647333,28,SL
243,-2.79874203384273,3.2237000138408867,-3.501173960446228,28,SL
244,-3.406645918517861,-2.225680614209152,-5.217734804830061,28,SL
245,3.16,54.4,6.2233,29,SL
246,2.6857296016957317,46.3319849954544,6.26379123316801,29,SL
247,2.2191820114858993,38.581951506898484,6.229276650073899,29,SL
248,1.7602304168481322,31.13229758862758,6.112952157831695,29,SL
249,1.308743616269929,23.966512439966984,5.908668864909468,29,SL
250,0.8645872234420099,17.06910126193702,5.610873565897345,29,SL
251,0.42762471698034715,10.42551607905955,5.214555278976622,29,SL
252,-0.0022816455005416764,4.0220919834786475,4.715197185908808,29,SL
253,-0.4252700325486602,-2.1540116869303323,4.108733400221767,29,SL
254,3.27,54.4,6.1033,30,SL
255,2.8915115703698384,46.35548598180579,5.8423025778016475,30,SL
256,2.5481554197681717,38.62547617570569,5.318489526896284,30,SL
257,2.2376128699759796,31.19461744889522,4.539980727897963,30,SL
258,1.9577463971088636,24.04863162534938,3.5143461259290474,30,SL
259,1.7065838763047825,17.174232960805288,2.248655511816997,30,SL
260,1.4823043464100336,10.559052941372203,0.7495237837571151,30,SL
261,1.2832251294182715,4.1915716497981474,-0.9768478379013636,30,SL
